sim_time	pts.pos_.x	pts.pos_.y	pts.pos_.z	pts.vel_.x	pts.vel_.y	pts.vel_.z	gts.f_thrust_.x	gts.f_thrust_.y	gts.f_thrust_.z
134.000000	-4333268.275060161948	2300954.304760417435	4429350.386500941589	-2678.293624061233	-3455.106277636301	197.595923994569	-87571.338638341782	-110404.996955060589	9817.580987287667
135.000000	-4335949.541290999390	2297490.074894251302	4429545.586081774905	-2684.241302608938	-3473.374457742058	192.795389730586	-87196.676222920694	-110736.684526414887	9408.185572808112
136.000000	-4338636.762756914832	2294007.513786592055	4429735.961645266972	-2690.204080842669	-3491.768957751910	187.947790209803	-86820.125458696581	-111066.105332405612	8998.536638095997
137.000000	-4341329.954518130980	2290506.494521751069	4429921.465827449225	-2696.181879797452	-3510.290972511398	183.052526468506	-86441.693043175634	-111393.251714728292	8588.642282024313
138.000000	-4344029.131555760279	2286986.888979258481	4430102.050660744309	-2702.174620218754	-3528.941716808337	178.108990247865	-86061.385718968784	-111718.116042809328	8178.510620905318
139.000000	-4346734.308771512471	2283448.567813696340	4430277.667564583942	-2708.182222563227	-3547.722425844750	173.116563779153	-85679.210273996156	-112040.690714071898	7768.149788595853
140.000000	-4349445.500987422653	2279891.400434032083	4430448.267335790209	-2714.204606999538	-3566.634355722734	168.074619562654	-85295.173541747907	-112360.968154172515	7357.567936496651
141.000000	-4352162.722945539281	2276315.254982472397	4430613.800138718449	-2720.241693409238	-3585.678783944748	162.982520140034	-84909.282401431861	-112678.940817332870	6946.773233516967
142.000000	-4354885.989307643846	2272719.998312808573	4430774.215495191514	-2726.293401387740	-3604.857009928831	157.839617859954	-84521.543778311709	-112994.601186520827	6535.773866195437
143.000000	-4357615.314654984511	2269105.495968234260	4430929.462274185382	-2732.359650245337	-3624.170355539289	152.645254636673	-84131.964643866988	-113307.941773785511	6124.578038649798
144.000000	-4360350.713487971574	2265471.612158629112	4431079.488681262359	-2738.440359008313	-3643.620165633416	147.398761701395	-83740.552016071480	-113618.955120500847	5713.193972660082
145.000000	-4363092.200225899927	2261818.209737287834	4431224.242247777991	-2744.535446420149	-3663.207808624833	142.099459346082	-83347.312959581250	-113927.633797687653	5301.629907644325
146.000000	-4365839.789206662215	2258145.150177069008	4431363.669819792733	-2750.644830942788	-3682.934677064052	136.746656659476	-82952.254586039388	-114233.970406254361	4889.894100686478
147.000000	-4368593.494686488993	2254452.293545966502	4431497.717546744272	-2756.768430758017	-3702.802188236887	131.339651255032	-82555.384054303373	-114537.957577299501	4477.994826615418
148.000000	-4371353.330839629285	2250739.498482058290	4431626.330869831145	-2762.906163768911	-3722.811784781400	125.877728990465	-82156.708570644274	-114839.587972446214	4065.940377946449
149.000000	-4374119.311758115888	2247006.622167854104	4431749.454510110430	-2769.057947601416	-3742.964935324038	120.360163678598	-81756.235389118301	-115138.854284051806	3653.739064977210
150.000000	-4376891.451451460831	2243253.520303964149	4431867.032456310466	-2775.223699605985	-3763.263135135726	114.786216789189	-81353.971811695068	-115435.749235606694	3241.399215782318
151.000000	-4379669.763846389018	2239480.047082122415	4431979.007952318527	-2781.403336859371	-3783.707906808627	109.155137141388	-80949.925188601555	-115730.265581981017	2828.929176203987
152.000000	-4382454.262786570936	2235686.055157525931	4432085.323484390043	-2787.596776166491	-3804.300800954383	103.466160586485	-80544.102918579112	-116022.396109741094	2416.337309992396
153.000000	-4385244.962032343261	2231871.395620443858	4432185.920768020675	-2793.803934062439	-3825.043396924641	97.718509680559	-80136.512449095142	-116312.133637509352	2003.631998690780
154.000000	-4388041.875260446221	2228035.917967122048	4432280.740734453313	-2800.024726814601	-3845.937303554739	91.911393346646	-79727.161276710453	-116599.471016216688	1590.821641742280
155.000000	-4390845.016063746065	2224179.470069906674	4432369.723516914062	-2806.259070424896	-3866.984159931424	86.044006526034	-79316.056947249235	-116884.401129503516	1177.914656518655
156.000000	-4393654.397950990126	2220301.898146606050	4432452.808436417952	-2812.506880632173	-3888.185636185576	80.115529818240	-78903.207056187282	-117166.916893977264	764.919478297311
157.000000	-4396470.034346528351	2216403.046729031019	4432529.933987256140	-2818.768072914730	-3909.543434310882	74.125129109238	-78488.619248830699	-117447.011259620558	351.844560323562
158.000000	-4399291.938590063713	2212482.758630716242	4432601.037822095677	-2825.042562492981	-3931.059289009501	68.071955187481	-78072.301220691195	-117724.677210074617	-61.301626164591
159.000000	-4402120.123936383985	2208540.874913783744	4432666.056736669503	-2831.330264332285	-3952.734968565807	61.955143347208	-77654.260717735102	-117999.907763015566	-474.510591935139
160.000000	-4404954.603555127978	2204577.234854897484	4432724.926654084586	-2837.631093145935	-3974.572275749307	55.773812978562	-77234.505536673925	-118272.695970510482	-887.773829697254
161.000000	-4407795.390530503355	2200591.675910325255	4432777.582608733326	-2843.944963398302	-3996.573048747927	49.527067143962	-76813.043525282541	-118543.034919365644	-1301.082814084632
